"","--dataset","--n_obs","--dim_in","--rep","--path"
"3188","complex",100,200,9,"adult"
"3189","linear",200,200,9,"adult"
"3190","rbf",200,200,9,"adult"
"3191","matern32",200,200,9,"adult"
"3192","complex",200,200,9,"adult"
"3193","linear",500,200,9,"adult"
"3194","rbf",500,200,9,"adult"
"3195","matern32",500,200,9,"adult"
"3196","complex",500,200,9,"adult"
"3197","linear",1000,200,9,"adult"
"3198","rbf",1000,200,9,"adult"
"3199","matern32",1000,200,9,"adult"
"3200","complex",1000,200,9,"adult"
"3201","linear",100,25,10,"adult"
"3202","rbf",100,25,10,"adult"
"3203","matern32",100,25,10,"adult"
"3204","complex",100,25,10,"adult"
"3205","linear",200,25,10,"adult"
"3206","rbf",200,25,10,"adult"
"3207","matern32",200,25,10,"adult"
"3208","complex",200,25,10,"adult"
"3209","linear",500,25,10,"adult"
"3210","rbf",500,25,10,"adult"
"3211","matern32",500,25,10,"adult"
"3212","complex",500,25,10,"adult"
"3213","linear",1000,25,10,"adult"
"3214","rbf",1000,25,10,"adult"
"3215","matern32",1000,25,10,"adult"
"3216","complex",1000,25,10,"adult"
"3217","linear",100,50,10,"adult"
"3218","rbf",100,50,10,"adult"
"3219","matern32",100,50,10,"adult"
"3220","complex",100,50,10,"adult"
"3221","linear",200,50,10,"adult"
"3222","rbf",200,50,10,"adult"
"3223","matern32",200,50,10,"adult"
"3224","complex",200,50,10,"adult"
"3225","linear",500,50,10,"adult"
"3226","rbf",500,50,10,"adult"
"3227","matern32",500,50,10,"adult"
"3228","complex",500,50,10,"adult"
"3229","linear",1000,50,10,"adult"
"3230","rbf",1000,50,10,"adult"
"3231","matern32",1000,50,10,"adult"
"3232","complex",1000,50,10,"adult"
"3233","linear",100,100,10,"adult"
"3234","rbf",100,100,10,"adult"
"3235","matern32",100,100,10,"adult"
"3236","complex",100,100,10,"adult"
"3237","linear",200,100,10,"adult"
"3238","rbf",200,100,10,"adult"
"3239","matern32",200,100,10,"adult"
"3240","complex",200,100,10,"adult"
"3241","linear",500,100,10,"adult"
"3242","rbf",500,100,10,"adult"
"3243","matern32",500,100,10,"adult"
"3244","complex",500,100,10,"adult"
"3245","linear",1000,100,10,"adult"
"3246","rbf",1000,100,10,"adult"
"3247","matern32",1000,100,10,"adult"
"3248","complex",1000,100,10,"adult"
"3249","linear",100,200,10,"adult"
"3250","rbf",100,200,10,"adult"
"3251","matern32",100,200,10,"adult"
"3252","complex",100,200,10,"adult"
"3253","linear",200,200,10,"adult"
"3254","rbf",200,200,10,"adult"
"3255","matern32",200,200,10,"adult"
"3256","complex",200,200,10,"adult"
"3257","linear",500,200,10,"adult"
"3258","rbf",500,200,10,"adult"
"3259","matern32",500,200,10,"adult"
"3260","complex",500,200,10,"adult"
"3261","linear",1000,200,10,"adult"
"3262","rbf",1000,200,10,"adult"
"3263","matern32",1000,200,10,"adult"
"3264","complex",1000,200,10,"adult"
"3265","linear",100,25,11,"adult"
"3266","rbf",100,25,11,"adult"
"3267","matern32",100,25,11,"adult"
"3268","complex",100,25,11,"adult"
"3269","linear",200,25,11,"adult"
"3270","rbf",200,25,11,"adult"
"3271","matern32",200,25,11,"adult"
"3272","complex",200,25,11,"adult"
"3273","linear",500,25,11,"adult"
"3274","rbf",500,25,11,"adult"
"3275","matern32",500,25,11,"adult"
"3276","complex",500,25,11,"adult"
"3277","linear",1000,25,11,"adult"
"3278","rbf",1000,25,11,"adult"
"3279","matern32",1000,25,11,"adult"
"3280","complex",1000,25,11,"adult"
"3281","linear",100,50,11,"adult"
"3282","rbf",100,50,11,"adult"
"3283","matern32",100,50,11,"adult"
"3284","complex",100,50,11,"adult"
"3285","linear",200,50,11,"adult"
"3286","rbf",200,50,11,"adult"
"3287","matern32",200,50,11,"adult"
"3288","complex",200,50,11,"adult"
"3289","linear",500,50,11,"adult"
"3290","rbf",500,50,11,"adult"
"3291","matern32",500,50,11,"adult"
"3292","complex",500,50,11,"adult"
"3293","linear",1000,50,11,"adult"
"3294","rbf",1000,50,11,"adult"
"3295","matern32",1000,50,11,"adult"
"3296","complex",1000,50,11,"adult"
"3297","linear",100,100,11,"adult"
"3298","rbf",100,100,11,"adult"
"3299","matern32",100,100,11,"adult"
"3300","complex",100,100,11,"adult"
"3301","linear",200,100,11,"adult"
"3302","rbf",200,100,11,"adult"
"3303","matern32",200,100,11,"adult"
"3304","complex",200,100,11,"adult"
"3305","linear",500,100,11,"adult"
"3306","rbf",500,100,11,"adult"
"3307","matern32",500,100,11,"adult"
"3308","complex",500,100,11,"adult"
"3309","linear",1000,100,11,"adult"
"3310","rbf",1000,100,11,"adult"
"3311","matern32",1000,100,11,"adult"
"3312","complex",1000,100,11,"adult"
"3313","linear",100,200,11,"adult"
"3314","rbf",100,200,11,"adult"
"3315","matern32",100,200,11,"adult"
"3316","complex",100,200,11,"adult"
"3317","linear",200,200,11,"adult"
"3318","rbf",200,200,11,"adult"
"3319","matern32",200,200,11,"adult"
"3320","complex",200,200,11,"adult"
"3321","linear",500,200,11,"adult"
"3322","rbf",500,200,11,"adult"
"3323","matern32",500,200,11,"adult"
"3324","complex",500,200,11,"adult"
"3325","linear",1000,200,11,"adult"
"3326","rbf",1000,200,11,"adult"
"3327","matern32",1000,200,11,"adult"
"3328","complex",1000,200,11,"adult"
"3329","linear",100,25,12,"adult"
"3330","rbf",100,25,12,"adult"
"3331","matern32",100,25,12,"adult"
"3332","complex",100,25,12,"adult"
"3333","linear",200,25,12,"adult"
"3334","rbf",200,25,12,"adult"
"3335","matern32",200,25,12,"adult"
"3336","complex",200,25,12,"adult"
"3337","linear",500,25,12,"adult"
"3338","rbf",500,25,12,"adult"
"3339","matern32",500,25,12,"adult"
"3340","complex",500,25,12,"adult"
"3341","linear",1000,25,12,"adult"
"3342","rbf",1000,25,12,"adult"
"3343","matern32",1000,25,12,"adult"
"3344","complex",1000,25,12,"adult"
"3345","linear",100,50,12,"adult"
"3346","rbf",100,50,12,"adult"
"3347","matern32",100,50,12,"adult"
"3348","complex",100,50,12,"adult"
"3349","linear",200,50,12,"adult"
"3350","rbf",200,50,12,"adult"
"3351","matern32",200,50,12,"adult"
"3352","complex",200,50,12,"adult"
"3353","linear",500,50,12,"adult"
"3354","rbf",500,50,12,"adult"
"3355","matern32",500,50,12,"adult"
"3356","complex",500,50,12,"adult"
"3357","linear",1000,50,12,"adult"
"3358","rbf",1000,50,12,"adult"
"3359","matern32",1000,50,12,"adult"
"3360","complex",1000,50,12,"adult"
"3361","linear",100,100,12,"adult"
"3362","rbf",100,100,12,"adult"
"3363","matern32",100,100,12,"adult"
"3364","complex",100,100,12,"adult"
"3365","linear",200,100,12,"adult"
"3366","rbf",200,100,12,"adult"
"3367","matern32",200,100,12,"adult"
"3368","complex",200,100,12,"adult"
"3369","linear",500,100,12,"adult"
"3370","rbf",500,100,12,"adult"
"3371","matern32",500,100,12,"adult"
"3372","complex",500,100,12,"adult"
"3373","linear",1000,100,12,"adult"
"3374","rbf",1000,100,12,"adult"
"3375","matern32",1000,100,12,"adult"
"3376","complex",1000,100,12,"adult"
"3377","linear",100,200,12,"adult"
"3378","rbf",100,200,12,"adult"
"3379","matern32",100,200,12,"adult"
"3380","complex",100,200,12,"adult"
"3381","linear",200,200,12,"adult"
"3382","rbf",200,200,12,"adult"
"3383","matern32",200,200,12,"adult"
"3384","complex",200,200,12,"adult"
"3385","linear",500,200,12,"adult"
"3386","rbf",500,200,12,"adult"
"3387","matern32",500,200,12,"adult"
"3388","complex",500,200,12,"adult"
"3389","linear",1000,200,12,"adult"
"3390","rbf",1000,200,12,"adult"
"3391","matern32",1000,200,12,"adult"
"3392","complex",1000,200,12,"adult"
"3393","linear",100,25,13,"adult"
"3394","rbf",100,25,13,"adult"
"3395","matern32",100,25,13,"adult"
"3396","complex",100,25,13,"adult"
"3397","linear",200,25,13,"adult"
"3398","rbf",200,25,13,"adult"
"3399","matern32",200,25,13,"adult"
"3400","complex",200,25,13,"adult"
"3401","linear",500,25,13,"adult"
"3402","rbf",500,25,13,"adult"
"3403","matern32",500,25,13,"adult"
"3404","complex",500,25,13,"adult"
"3405","linear",1000,25,13,"adult"
"3406","rbf",1000,25,13,"adult"
"3407","matern32",1000,25,13,"adult"
"3408","complex",1000,25,13,"adult"
"3409","linear",100,50,13,"adult"
"3410","rbf",100,50,13,"adult"
"3411","matern32",100,50,13,"adult"
"3412","complex",100,50,13,"adult"
"3413","linear",200,50,13,"adult"
"3414","rbf",200,50,13,"adult"
"3415","matern32",200,50,13,"adult"
"3416","complex",200,50,13,"adult"
"3417","linear",500,50,13,"adult"
"3418","rbf",500,50,13,"adult"
"3419","matern32",500,50,13,"adult"
"3420","complex",500,50,13,"adult"
"3421","linear",1000,50,13,"adult"
"3422","rbf",1000,50,13,"adult"
"3423","matern32",1000,50,13,"adult"
"3424","complex",1000,50,13,"adult"
"3425","linear",100,100,13,"adult"
"3426","rbf",100,100,13,"adult"
"3427","matern32",100,100,13,"adult"
"3428","complex",100,100,13,"adult"
"3429","linear",200,100,13,"adult"
"3430","rbf",200,100,13,"adult"
"3431","matern32",200,100,13,"adult"
"3432","complex",200,100,13,"adult"
"3433","linear",500,100,13,"adult"
"3434","rbf",500,100,13,"adult"
"3435","matern32",500,100,13,"adult"
"3436","complex",500,100,13,"adult"
"3437","linear",1000,100,13,"adult"
"3438","rbf",1000,100,13,"adult"
"3439","matern32",1000,100,13,"adult"
"3440","complex",1000,100,13,"adult"
"3441","linear",100,200,13,"adult"
"3442","rbf",100,200,13,"adult"
"3443","matern32",100,200,13,"adult"
"3444","complex",100,200,13,"adult"
"3445","linear",200,200,13,"adult"
"3446","rbf",200,200,13,"adult"
"3447","matern32",200,200,13,"adult"
"3448","complex",200,200,13,"adult"
"3449","linear",500,200,13,"adult"
"3450","rbf",500,200,13,"adult"
"3451","matern32",500,200,13,"adult"
"3452","complex",500,200,13,"adult"
"3453","linear",1000,200,13,"adult"
"3454","rbf",1000,200,13,"adult"
"3455","matern32",1000,200,13,"adult"
"3456","complex",1000,200,13,"adult"
"3457","linear",100,25,14,"adult"
"3458","rbf",100,25,14,"adult"
"3459","matern32",100,25,14,"adult"
"3460","complex",100,25,14,"adult"
"3461","linear",200,25,14,"adult"
"3462","rbf",200,25,14,"adult"
"3463","matern32",200,25,14,"adult"
"3464","complex",200,25,14,"adult"
"3465","linear",500,25,14,"adult"
"3466","rbf",500,25,14,"adult"
"3467","matern32",500,25,14,"adult"
"3468","complex",500,25,14,"adult"
"3469","linear",1000,25,14,"adult"
"3470","rbf",1000,25,14,"adult"
"3471","matern32",1000,25,14,"adult"
"3472","complex",1000,25,14,"adult"
"3473","linear",100,50,14,"adult"
"3474","rbf",100,50,14,"adult"
"3475","matern32",100,50,14,"adult"
"3476","complex",100,50,14,"adult"
"3477","linear",200,50,14,"adult"
"3478","rbf",200,50,14,"adult"
"3479","matern32",200,50,14,"adult"
"3480","complex",200,50,14,"adult"
"3481","linear",500,50,14,"adult"
"3482","rbf",500,50,14,"adult"
"3483","matern32",500,50,14,"adult"
"3484","complex",500,50,14,"adult"
"3485","linear",1000,50,14,"adult"
"3486","rbf",1000,50,14,"adult"
"3487","matern32",1000,50,14,"adult"
"3488","complex",1000,50,14,"adult"
"3489","linear",100,100,14,"adult"
"3490","rbf",100,100,14,"adult"
"3491","matern32",100,100,14,"adult"
"3492","complex",100,100,14,"adult"
"3493","linear",200,100,14,"adult"
"3494","rbf",200,100,14,"adult"
"3495","matern32",200,100,14,"adult"
"3496","complex",200,100,14,"adult"
"3497","linear",500,100,14,"adult"
"3498","rbf",500,100,14,"adult"
"3499","matern32",500,100,14,"adult"
"3500","complex",500,100,14,"adult"
"3501","linear",1000,100,14,"adult"
"3502","rbf",1000,100,14,"adult"
"3503","matern32",1000,100,14,"adult"
"3504","complex",1000,100,14,"adult"
"3505","linear",100,200,14,"adult"
"3506","rbf",100,200,14,"adult"
"3507","matern32",100,200,14,"adult"
"3508","complex",100,200,14,"adult"
"3509","linear",200,200,14,"adult"
"3510","rbf",200,200,14,"adult"
"3511","matern32",200,200,14,"adult"
"3512","complex",200,200,14,"adult"
"3513","linear",500,200,14,"adult"
"3514","rbf",500,200,14,"adult"
"3515","matern32",500,200,14,"adult"
"3516","complex",500,200,14,"adult"
"3517","linear",1000,200,14,"adult"
"3518","rbf",1000,200,14,"adult"
"3519","matern32",1000,200,14,"adult"
"3520","complex",1000,200,14,"adult"
"3521","linear",100,25,15,"adult"
"3522","rbf",100,25,15,"adult"
"3523","matern32",100,25,15,"adult"
"3524","complex",100,25,15,"adult"
"3525","linear",200,25,15,"adult"
"3526","rbf",200,25,15,"adult"
"3527","matern32",200,25,15,"adult"
"3528","complex",200,25,15,"adult"
"3529","linear",500,25,15,"adult"
"3530","rbf",500,25,15,"adult"
"3531","matern32",500,25,15,"adult"
"3532","complex",500,25,15,"adult"
"3533","linear",1000,25,15,"adult"
"3534","rbf",1000,25,15,"adult"
"3535","matern32",1000,25,15,"adult"
"3536","complex",1000,25,15,"adult"
"3537","linear",100,50,15,"adult"
"3538","rbf",100,50,15,"adult"
"3539","matern32",100,50,15,"adult"
"3540","complex",100,50,15,"adult"
"3541","linear",200,50,15,"adult"
"3542","rbf",200,50,15,"adult"
"3543","matern32",200,50,15,"adult"
"3544","complex",200,50,15,"adult"
"3545","linear",500,50,15,"adult"
"3546","rbf",500,50,15,"adult"
"3547","matern32",500,50,15,"adult"
"3548","complex",500,50,15,"adult"
"3549","linear",1000,50,15,"adult"
"3550","rbf",1000,50,15,"adult"
"3551","matern32",1000,50,15,"adult"
"3552","complex",1000,50,15,"adult"
"3553","linear",100,100,15,"adult"
"3554","rbf",100,100,15,"adult"
"3555","matern32",100,100,15,"adult"
"3556","complex",100,100,15,"adult"
"3557","linear",200,100,15,"adult"
"3558","rbf",200,100,15,"adult"
"3559","matern32",200,100,15,"adult"
"3560","complex",200,100,15,"adult"
"3561","linear",500,100,15,"adult"
"3562","rbf",500,100,15,"adult"
"3563","matern32",500,100,15,"adult"
"3564","complex",500,100,15,"adult"
"3565","linear",1000,100,15,"adult"
"3566","rbf",1000,100,15,"adult"
"3567","matern32",1000,100,15,"adult"
"3568","complex",1000,100,15,"adult"
"3569","linear",100,200,15,"adult"
"3570","rbf",100,200,15,"adult"
"3571","matern32",100,200,15,"adult"
"3572","complex",100,200,15,"adult"
"3573","linear",200,200,15,"adult"
"3574","rbf",200,200,15,"adult"
"3575","matern32",200,200,15,"adult"
"3576","complex",200,200,15,"adult"
"3577","linear",500,200,15,"adult"
"3578","rbf",500,200,15,"adult"
"3579","matern32",500,200,15,"adult"
"3580","complex",500,200,15,"adult"
"3581","linear",1000,200,15,"adult"
"3582","rbf",1000,200,15,"adult"
"3583","matern32",1000,200,15,"adult"
"3584","complex",1000,200,15,"adult"
"3585","linear",100,25,16,"adult"
"3586","rbf",100,25,16,"adult"
"3587","matern32",100,25,16,"adult"
"3588","complex",100,25,16,"adult"
"3589","linear",200,25,16,"adult"
"3590","rbf",200,25,16,"adult"
"3591","matern32",200,25,16,"adult"
"3592","complex",200,25,16,"adult"
"3593","linear",500,25,16,"adult"
"3594","rbf",500,25,16,"adult"
"3595","matern32",500,25,16,"adult"
"3596","complex",500,25,16,"adult"
"3597","linear",1000,25,16,"adult"
"3598","rbf",1000,25,16,"adult"
"3599","matern32",1000,25,16,"adult"
"3600","complex",1000,25,16,"adult"
"3601","linear",100,50,16,"adult"
"3602","rbf",100,50,16,"adult"
"3603","matern32",100,50,16,"adult"
"3604","complex",100,50,16,"adult"
"3605","linear",200,50,16,"adult"
"3606","rbf",200,50,16,"adult"
"3607","matern32",200,50,16,"adult"
"3608","complex",200,50,16,"adult"
"3609","linear",500,50,16,"adult"
"3610","rbf",500,50,16,"adult"
"3611","matern32",500,50,16,"adult"
"3612","complex",500,50,16,"adult"
"3613","linear",1000,50,16,"adult"
"3614","rbf",1000,50,16,"adult"
"3615","matern32",1000,50,16,"adult"
"3616","complex",1000,50,16,"adult"
"3617","linear",100,100,16,"adult"
"3618","rbf",100,100,16,"adult"
"3619","matern32",100,100,16,"adult"
"3620","complex",100,100,16,"adult"
"3621","linear",200,100,16,"adult"
"3622","rbf",200,100,16,"adult"
"3623","matern32",200,100,16,"adult"
"3624","complex",200,100,16,"adult"
"3625","linear",500,100,16,"adult"
"3626","rbf",500,100,16,"adult"
"3627","matern32",500,100,16,"adult"
"3628","complex",500,100,16,"adult"
"3629","linear",1000,100,16,"adult"
"3630","rbf",1000,100,16,"adult"
"3631","matern32",1000,100,16,"adult"
"3632","complex",1000,100,16,"adult"
"3633","linear",100,200,16,"adult"
"3634","rbf",100,200,16,"adult"
"3635","matern32",100,200,16,"adult"
"3636","complex",100,200,16,"adult"
"3637","linear",200,200,16,"adult"
"3638","rbf",200,200,16,"adult"
"3639","matern32",200,200,16,"adult"
"3640","complex",200,200,16,"adult"
"3641","linear",500,200,16,"adult"
"3642","rbf",500,200,16,"adult"
"3643","matern32",500,200,16,"adult"
"3644","complex",500,200,16,"adult"
"3645","linear",1000,200,16,"adult"
"3646","rbf",1000,200,16,"adult"
"3647","matern32",1000,200,16,"adult"
"3648","complex",1000,200,16,"adult"
"3649","linear",100,25,17,"adult"
"3650","rbf",100,25,17,"adult"
"3651","matern32",100,25,17,"adult"
"3652","complex",100,25,17,"adult"
"3653","linear",200,25,17,"adult"
"3654","rbf",200,25,17,"adult"
"3655","matern32",200,25,17,"adult"
"3656","complex",200,25,17,"adult"
"3657","linear",500,25,17,"adult"
"3658","rbf",500,25,17,"adult"
"3659","matern32",500,25,17,"adult"
"3660","complex",500,25,17,"adult"
"3661","linear",1000,25,17,"adult"
"3662","rbf",1000,25,17,"adult"
"3663","matern32",1000,25,17,"adult"
"3664","complex",1000,25,17,"adult"
"3665","linear",100,50,17,"adult"
"3666","rbf",100,50,17,"adult"
"3667","matern32",100,50,17,"adult"
"3668","complex",100,50,17,"adult"
"3669","linear",200,50,17,"adult"
"3670","rbf",200,50,17,"adult"
"3671","matern32",200,50,17,"adult"
"3672","complex",200,50,17,"adult"
"3673","linear",500,50,17,"adult"
"3674","rbf",500,50,17,"adult"
"3675","matern32",500,50,17,"adult"
"3676","complex",500,50,17,"adult"
"3677","linear",1000,50,17,"adult"
"3678","rbf",1000,50,17,"adult"
"3679","matern32",1000,50,17,"adult"
"3680","complex",1000,50,17,"adult"
"3681","linear",100,100,17,"adult"
"3682","rbf",100,100,17,"adult"
"3683","matern32",100,100,17,"adult"
"3684","complex",100,100,17,"adult"
"3685","linear",200,100,17,"adult"
"3686","rbf",200,100,17,"adult"
"3687","matern32",200,100,17,"adult"
"3688","complex",200,100,17,"adult"
"3689","linear",500,100,17,"adult"
"3690","rbf",500,100,17,"adult"
"3691","matern32",500,100,17,"adult"
"3692","complex",500,100,17,"adult"
"3693","linear",1000,100,17,"adult"
"3694","rbf",1000,100,17,"adult"
"3695","matern32",1000,100,17,"adult"
"3696","complex",1000,100,17,"adult"
"3697","linear",100,200,17,"adult"
"3698","rbf",100,200,17,"adult"
"3699","matern32",100,200,17,"adult"
"3700","complex",100,200,17,"adult"
"3701","linear",200,200,17,"adult"
"3702","rbf",200,200,17,"adult"
"3703","matern32",200,200,17,"adult"
"3704","complex",200,200,17,"adult"
"3705","linear",500,200,17,"adult"
"3706","rbf",500,200,17,"adult"
"3707","matern32",500,200,17,"adult"
"3708","complex",500,200,17,"adult"
"3709","linear",1000,200,17,"adult"
"3710","rbf",1000,200,17,"adult"
"3711","matern32",1000,200,17,"adult"
"3712","complex",1000,200,17,"adult"
"3713","linear",100,25,18,"adult"
"3714","rbf",100,25,18,"adult"
"3715","matern32",100,25,18,"adult"
"3716","complex",100,25,18,"adult"
"3717","linear",200,25,18,"adult"
"3718","rbf",200,25,18,"adult"
"3719","matern32",200,25,18,"adult"
"3720","complex",200,25,18,"adult"
"3721","linear",500,25,18,"adult"
"3722","rbf",500,25,18,"adult"
"3723","matern32",500,25,18,"adult"
"3724","complex",500,25,18,"adult"
"3725","linear",1000,25,18,"adult"
"3726","rbf",1000,25,18,"adult"
"3727","matern32",1000,25,18,"adult"
"3728","complex",1000,25,18,"adult"
"3729","linear",100,50,18,"adult"
"3730","rbf",100,50,18,"adult"
"3731","matern32",100,50,18,"adult"
"3732","complex",100,50,18,"adult"
"3733","linear",200,50,18,"adult"
"3734","rbf",200,50,18,"adult"
"3735","matern32",200,50,18,"adult"
"3736","complex",200,50,18,"adult"
"3737","linear",500,50,18,"adult"
"3738","rbf",500,50,18,"adult"
"3739","matern32",500,50,18,"adult"
"3740","complex",500,50,18,"adult"
"3741","linear",1000,50,18,"adult"
"3742","rbf",1000,50,18,"adult"
"3743","matern32",1000,50,18,"adult"
"3744","complex",1000,50,18,"adult"
"3745","linear",100,100,18,"adult"
"3746","rbf",100,100,18,"adult"
"3747","matern32",100,100,18,"adult"
"3748","complex",100,100,18,"adult"
"3749","linear",200,100,18,"adult"
"3750","rbf",200,100,18,"adult"
"3751","matern32",200,100,18,"adult"
"3752","complex",200,100,18,"adult"
"3753","linear",500,100,18,"adult"
"3754","rbf",500,100,18,"adult"
"3755","matern32",500,100,18,"adult"
"3756","complex",500,100,18,"adult"
"3757","linear",1000,100,18,"adult"
"3758","rbf",1000,100,18,"adult"
"3759","matern32",1000,100,18,"adult"
"3760","complex",1000,100,18,"adult"
"3761","linear",100,200,18,"adult"
"3762","rbf",100,200,18,"adult"
"3763","matern32",100,200,18,"adult"
"3764","complex",100,200,18,"adult"
"3765","linear",200,200,18,"adult"
"3766","rbf",200,200,18,"adult"
"3767","matern32",200,200,18,"adult"
"3768","complex",200,200,18,"adult"
"3769","linear",500,200,18,"adult"
"3770","rbf",500,200,18,"adult"
"3771","matern32",500,200,18,"adult"
"3772","complex",500,200,18,"adult"
"3773","linear",1000,200,18,"adult"
"3774","rbf",1000,200,18,"adult"
"3775","matern32",1000,200,18,"adult"
"3776","complex",1000,200,18,"adult"
"3777","linear",100,25,19,"adult"
"3778","rbf",100,25,19,"adult"
"3779","matern32",100,25,19,"adult"
"3780","complex",100,25,19,"adult"
"3781","linear",200,25,19,"adult"
"3782","rbf",200,25,19,"adult"
"3783","matern32",200,25,19,"adult"
"3784","complex",200,25,19,"adult"
"3785","linear",500,25,19,"adult"
"3786","rbf",500,25,19,"adult"
"3787","matern32",500,25,19,"adult"
"3788","complex",500,25,19,"adult"
"3789","linear",1000,25,19,"adult"
"3790","rbf",1000,25,19,"adult"
"3791","matern32",1000,25,19,"adult"
"3792","complex",1000,25,19,"adult"
"3793","linear",100,50,19,"adult"
"3794","rbf",100,50,19,"adult"
"3795","matern32",100,50,19,"adult"
"3796","complex",100,50,19,"adult"
"3797","linear",200,50,19,"adult"
"3798","rbf",200,50,19,"adult"
"3799","matern32",200,50,19,"adult"
"3800","complex",200,50,19,"adult"
"3801","linear",500,50,19,"adult"
"3802","rbf",500,50,19,"adult"
"3803","matern32",500,50,19,"adult"
"3804","complex",500,50,19,"adult"
"3805","linear",1000,50,19,"adult"
"3806","rbf",1000,50,19,"adult"
"3807","matern32",1000,50,19,"adult"
"3808","complex",1000,50,19,"adult"
"3809","linear",100,100,19,"adult"
"3810","rbf",100,100,19,"adult"
"3811","matern32",100,100,19,"adult"
"3812","complex",100,100,19,"adult"
"3813","linear",200,100,19,"adult"
"3814","rbf",200,100,19,"adult"
"3815","matern32",200,100,19,"adult"
"3816","complex",200,100,19,"adult"
"3817","linear",500,100,19,"adult"
"3818","rbf",500,100,19,"adult"
"3819","matern32",500,100,19,"adult"
"3820","complex",500,100,19,"adult"
"3821","linear",1000,100,19,"adult"
"3822","rbf",1000,100,19,"adult"
"3823","matern32",1000,100,19,"adult"
"3824","complex",1000,100,19,"adult"
"3825","linear",100,200,19,"adult"
"3826","rbf",100,200,19,"adult"
"3827","matern32",100,200,19,"adult"
"3828","complex",100,200,19,"adult"
"3829","linear",200,200,19,"adult"
"3830","rbf",200,200,19,"adult"
"3831","matern32",200,200,19,"adult"
"3832","complex",200,200,19,"adult"
"3833","linear",500,200,19,"adult"
"3834","rbf",500,200,19,"adult"
"3835","matern32",500,200,19,"adult"
"3836","complex",500,200,19,"adult"
"3837","linear",1000,200,19,"adult"
"3838","rbf",1000,200,19,"adult"
"3839","matern32",1000,200,19,"adult"
"3840","complex",1000,200,19,"adult"
"3841","linear",100,25,0,"mi"
"3842","rbf",100,25,0,"mi"
"3843","matern32",100,25,0,"mi"
"3844","complex",100,25,0,"mi"
"3845","linear",200,25,0,"mi"
"3846","rbf",200,25,0,"mi"
"3847","matern32",200,25,0,"mi"
"3848","complex",200,25,0,"mi"
"3849","linear",500,25,0,"mi"
"3850","rbf",500,25,0,"mi"
"3851","matern32",500,25,0,"mi"
"3852","complex",500,25,0,"mi"
"3853","linear",1000,25,0,"mi"
"3854","rbf",1000,25,0,"mi"
"3855","matern32",1000,25,0,"mi"
"3856","complex",1000,25,0,"mi"
"3857","linear",100,50,0,"mi"
"3858","rbf",100,50,0,"mi"
"3859","matern32",100,50,0,"mi"
"3860","complex",100,50,0,"mi"
"3861","linear",200,50,0,"mi"
"3862","rbf",200,50,0,"mi"
"3863","matern32",200,50,0,"mi"
"3864","complex",200,50,0,"mi"
"3865","linear",500,50,0,"mi"
"3866","rbf",500,50,0,"mi"
"3867","matern32",500,50,0,"mi"
"3868","complex",500,50,0,"mi"
"3869","linear",1000,50,0,"mi"
"3870","rbf",1000,50,0,"mi"
"3871","matern32",1000,50,0,"mi"
"3872","complex",1000,50,0,"mi"
"3873","linear",100,100,0,"mi"
"3874","rbf",100,100,0,"mi"
"3875","matern32",100,100,0,"mi"
"3876","complex",100,100,0,"mi"
"3877","linear",200,100,0,"mi"
"3878","rbf",200,100,0,"mi"
"3879","matern32",200,100,0,"mi"
"3880","complex",200,100,0,"mi"
"3881","linear",500,100,0,"mi"
"3882","rbf",500,100,0,"mi"
"3883","matern32",500,100,0,"mi"
"3884","complex",500,100,0,"mi"
"3885","linear",1000,100,0,"mi"
"3886","rbf",1000,100,0,"mi"
"3887","matern32",1000,100,0,"mi"
"3888","complex",1000,100,0,"mi"
"3889","linear",100,200,0,"mi"
"3890","rbf",100,200,0,"mi"
"3891","matern32",100,200,0,"mi"
"3892","complex",100,200,0,"mi"
"3893","linear",200,200,0,"mi"
"3894","rbf",200,200,0,"mi"
"3895","matern32",200,200,0,"mi"
"3896","complex",200,200,0,"mi"
"3897","linear",500,200,0,"mi"
"3898","rbf",500,200,0,"mi"
"3899","matern32",500,200,0,"mi"
"3900","complex",500,200,0,"mi"
"3901","linear",1000,200,0,"mi"
"3902","rbf",1000,200,0,"mi"
"3903","matern32",1000,200,0,"mi"
"3904","complex",1000,200,0,"mi"
"3905","linear",100,25,1,"mi"
"3906","rbf",100,25,1,"mi"
"3907","matern32",100,25,1,"mi"
"3908","complex",100,25,1,"mi"
"3909","linear",200,25,1,"mi"
"3910","rbf",200,25,1,"mi"
"3911","matern32",200,25,1,"mi"
"3912","complex",200,25,1,"mi"
"3913","linear",500,25,1,"mi"
"3914","rbf",500,25,1,"mi"
"3915","matern32",500,25,1,"mi"
"3916","complex",500,25,1,"mi"
"3917","linear",1000,25,1,"mi"
"3918","rbf",1000,25,1,"mi"
"3919","matern32",1000,25,1,"mi"
"3920","complex",1000,25,1,"mi"
"3921","linear",100,50,1,"mi"
"3922","rbf",100,50,1,"mi"
"3923","matern32",100,50,1,"mi"
"3924","complex",100,50,1,"mi"
"3925","linear",200,50,1,"mi"
"3926","rbf",200,50,1,"mi"
"3927","matern32",200,50,1,"mi"
"3928","complex",200,50,1,"mi"
"3929","linear",500,50,1,"mi"
"3930","rbf",500,50,1,"mi"
"3931","matern32",500,50,1,"mi"
"3932","complex",500,50,1,"mi"
