"name","n","dim","i","data"
"complex",1000,100,16,"cont"
"linear",100,25,17,"cont"
"rbf",100,25,17,"cont"
"matern32",100,25,17,"cont"
"complex",100,25,17,"cont"
"linear",200,25,17,"cont"
"rbf",200,25,17,"cont"
"matern32",200,25,17,"cont"
"complex",200,25,17,"cont"
"linear",500,25,17,"cont"
"rbf",500,25,17,"cont"
"matern32",500,25,17,"cont"
"complex",500,25,17,"cont"
"linear",1000,25,17,"cont"
"rbf",1000,25,17,"cont"
"matern32",1000,25,17,"cont"
"complex",1000,25,17,"cont"
"linear",100,50,17,"cont"
"rbf",100,50,17,"cont"
"matern32",100,50,17,"cont"
"complex",100,50,17,"cont"
"linear",200,50,17,"cont"
"rbf",200,50,17,"cont"
"matern32",200,50,17,"cont"
"complex",200,50,17,"cont"
"linear",500,50,17,"cont"
"rbf",500,50,17,"cont"
"matern32",500,50,17,"cont"
"complex",500,50,17,"cont"
"linear",1000,50,17,"cont"
"rbf",1000,50,17,"cont"
"matern32",1000,50,17,"cont"
"complex",1000,50,17,"cont"
"linear",100,100,17,"cont"
"rbf",100,100,17,"cont"
"matern32",100,100,17,"cont"
"complex",100,100,17,"cont"
"linear",200,100,17,"cont"
"rbf",200,100,17,"cont"
"matern32",200,100,17,"cont"
"complex",200,100,17,"cont"
"linear",500,100,17,"cont"
"rbf",500,100,17,"cont"
"matern32",500,100,17,"cont"
"complex",500,100,17,"cont"
"linear",1000,100,17,"cont"
"rbf",1000,100,17,"cont"
"matern32",1000,100,17,"cont"
"complex",1000,100,17,"cont"
"linear",100,25,18,"cont"
"rbf",100,25,18,"cont"
"matern32",100,25,18,"cont"
"complex",100,25,18,"cont"
"linear",200,25,18,"cont"
"rbf",200,25,18,"cont"
"matern32",200,25,18,"cont"
"complex",200,25,18,"cont"
"linear",500,25,18,"cont"
"rbf",500,25,18,"cont"
"matern32",500,25,18,"cont"
"complex",500,25,18,"cont"
"linear",1000,25,18,"cont"
"rbf",1000,25,18,"cont"
"matern32",1000,25,18,"cont"
"complex",1000,25,18,"cont"
"linear",100,50,18,"cont"
"rbf",100,50,18,"cont"
"matern32",100,50,18,"cont"
"complex",100,50,18,"cont"
"linear",200,50,18,"cont"
"rbf",200,50,18,"cont"
"matern32",200,50,18,"cont"
"complex",200,50,18,"cont"
"linear",500,50,18,"cont"
"rbf",500,50,18,"cont"
"matern32",500,50,18,"cont"
"complex",500,50,18,"cont"
"linear",1000,50,18,"cont"
"rbf",1000,50,18,"cont"
"matern32",1000,50,18,"cont"
"complex",1000,50,18,"cont"
"linear",100,100,18,"cont"
"rbf",100,100,18,"cont"
"matern32",100,100,18,"cont"
"complex",100,100,18,"cont"
"linear",200,100,18,"cont"
"rbf",200,100,18,"cont"
"matern32",200,100,18,"cont"
"complex",200,100,18,"cont"
"linear",500,100,18,"cont"
"rbf",500,100,18,"cont"
"matern32",500,100,18,"cont"
"complex",500,100,18,"cont"
"linear",1000,100,18,"cont"
"rbf",1000,100,18,"cont"
"matern32",1000,100,18,"cont"
"complex",1000,100,18,"cont"
"linear",100,25,19,"cont"
"rbf",100,25,19,"cont"
"matern32",100,25,19,"cont"
"complex",100,25,19,"cont"
"linear",200,25,19,"cont"
"rbf",200,25,19,"cont"
"matern32",200,25,19,"cont"
"complex",200,25,19,"cont"
"linear",500,25,19,"cont"
"rbf",500,25,19,"cont"
"matern32",500,25,19,"cont"
"complex",500,25,19,"cont"
"linear",1000,25,19,"cont"
"rbf",1000,25,19,"cont"
"matern32",1000,25,19,"cont"
"complex",1000,25,19,"cont"
"linear",100,50,19,"cont"
"rbf",100,50,19,"cont"
"matern32",100,50,19,"cont"
"complex",100,50,19,"cont"
"linear",200,50,19,"cont"
"rbf",200,50,19,"cont"
"matern32",200,50,19,"cont"
"complex",200,50,19,"cont"
"linear",500,50,19,"cont"
"rbf",500,50,19,"cont"
"matern32",500,50,19,"cont"
"complex",500,50,19,"cont"
"linear",1000,50,19,"cont"
"rbf",1000,50,19,"cont"
"matern32",1000,50,19,"cont"
"complex",1000,50,19,"cont"
"linear",100,100,19,"cont"
"rbf",100,100,19,"cont"
"matern32",100,100,19,"cont"
"complex",100,100,19,"cont"
"linear",200,100,19,"cont"
"rbf",200,100,19,"cont"
"matern32",200,100,19,"cont"
"complex",200,100,19,"cont"
"linear",500,100,19,"cont"
"rbf",500,100,19,"cont"
"matern32",500,100,19,"cont"
"complex",500,100,19,"cont"
"linear",1000,100,19,"cont"
"rbf",1000,100,19,"cont"
"matern32",1000,100,19,"cont"
"complex",1000,100,19,"cont"
"linear",100,25,0,"adult"
"rbf",100,25,0,"adult"
"matern32",100,25,0,"adult"
"complex",100,25,0,"adult"
"linear",200,25,0,"adult"
"rbf",200,25,0,"adult"
"matern32",200,25,0,"adult"
"complex",200,25,0,"adult"
"linear",500,25,0,"adult"
"rbf",500,25,0,"adult"
"matern32",500,25,0,"adult"
"complex",500,25,0,"adult"
"linear",1000,25,0,"adult"
"rbf",1000,25,0,"adult"
"matern32",1000,25,0,"adult"
"complex",1000,25,0,"adult"
"linear",100,50,0,"adult"
"rbf",100,50,0,"adult"
"matern32",100,50,0,"adult"
"complex",100,50,0,"adult"
"linear",200,50,0,"adult"
"rbf",200,50,0,"adult"
"matern32",200,50,0,"adult"
"complex",200,50,0,"adult"
"linear",500,50,0,"adult"
"rbf",500,50,0,"adult"
"matern32",500,50,0,"adult"
"complex",500,50,0,"adult"
"linear",1000,50,0,"adult"
"rbf",1000,50,0,"adult"
"matern32",1000,50,0,"adult"
"complex",1000,50,0,"adult"
"linear",100,100,0,"adult"
"rbf",100,100,0,"adult"
"matern32",100,100,0,"adult"
"complex",100,100,0,"adult"
"linear",200,100,0,"adult"
"rbf",200,100,0,"adult"
"matern32",200,100,0,"adult"
"complex",200,100,0,"adult"
"linear",500,100,0,"adult"
"rbf",500,100,0,"adult"
"matern32",500,100,0,"adult"
"complex",500,100,0,"adult"
"linear",1000,100,0,"adult"
"rbf",1000,100,0,"adult"
"matern32",1000,100,0,"adult"
"complex",1000,100,0,"adult"
"linear",100,25,1,"adult"
"rbf",100,25,1,"adult"
"matern32",100,25,1,"adult"
"complex",100,25,1,"adult"
"linear",200,25,1,"adult"
"rbf",200,25,1,"adult"
"matern32",200,25,1,"adult"
"complex",200,25,1,"adult"
"linear",500,25,1,"adult"
"rbf",500,25,1,"adult"
"matern32",500,25,1,"adult"
"complex",500,25,1,"adult"
"linear",1000,25,1,"adult"
"rbf",1000,25,1,"adult"
"matern32",1000,25,1,"adult"
"complex",1000,25,1,"adult"
"linear",100,50,1,"adult"
"rbf",100,50,1,"adult"
"matern32",100,50,1,"adult"
"complex",100,50,1,"adult"
"linear",200,50,1,"adult"
"rbf",200,50,1,"adult"
"matern32",200,50,1,"adult"
"complex",200,50,1,"adult"
"linear",500,50,1,"adult"
"rbf",500,50,1,"adult"
"matern32",500,50,1,"adult"
"complex",500,50,1,"adult"
"linear",1000,50,1,"adult"
"rbf",1000,50,1,"adult"
"matern32",1000,50,1,"adult"
"complex",1000,50,1,"adult"
"linear",100,100,1,"adult"
"rbf",100,100,1,"adult"
"matern32",100,100,1,"adult"
"complex",100,100,1,"adult"
"linear",200,100,1,"adult"
"rbf",200,100,1,"adult"
"matern32",200,100,1,"adult"
"complex",200,100,1,"adult"
"linear",500,100,1,"adult"
"rbf",500,100,1,"adult"
"matern32",500,100,1,"adult"
"complex",500,100,1,"adult"
"linear",1000,100,1,"adult"
"rbf",1000,100,1,"adult"
"matern32",1000,100,1,"adult"
"complex",1000,100,1,"adult"
"linear",100,25,2,"adult"
"rbf",100,25,2,"adult"
"matern32",100,25,2,"adult"
"complex",100,25,2,"adult"
"linear",200,25,2,"adult"
"rbf",200,25,2,"adult"
"matern32",200,25,2,"adult"
"complex",200,25,2,"adult"
"linear",500,25,2,"adult"
"rbf",500,25,2,"adult"
"matern32",500,25,2,"adult"
"complex",500,25,2,"adult"
"linear",1000,25,2,"adult"
"rbf",1000,25,2,"adult"
"matern32",1000,25,2,"adult"
"complex",1000,25,2,"adult"
"linear",100,50,2,"adult"
"rbf",100,50,2,"adult"
"matern32",100,50,2,"adult"
"complex",100,50,2,"adult"
"linear",200,50,2,"adult"
"rbf",200,50,2,"adult"
"matern32",200,50,2,"adult"
"complex",200,50,2,"adult"
"linear",500,50,2,"adult"
"rbf",500,50,2,"adult"
"matern32",500,50,2,"adult"
"complex",500,50,2,"adult"
"linear",1000,50,2,"adult"
"rbf",1000,50,2,"adult"
"matern32",1000,50,2,"adult"
"complex",1000,50,2,"adult"
"linear",100,100,2,"adult"
"rbf",100,100,2,"adult"
"matern32",100,100,2,"adult"
"complex",100,100,2,"adult"
"linear",200,100,2,"adult"
"rbf",200,100,2,"adult"
"matern32",200,100,2,"adult"
"complex",200,100,2,"adult"
"linear",500,100,2,"adult"
"rbf",500,100,2,"adult"
"matern32",500,100,2,"adult"
"complex",500,100,2,"adult"
"linear",1000,100,2,"adult"
"rbf",1000,100,2,"adult"
"matern32",1000,100,2,"adult"
"complex",1000,100,2,"adult"
"linear",100,25,3,"adult"
"rbf",100,25,3,"adult"
"matern32",100,25,3,"adult"
"complex",100,25,3,"adult"
"linear",200,25,3,"adult"
"rbf",200,25,3,"adult"
"matern32",200,25,3,"adult"
"complex",200,25,3,"adult"
"linear",500,25,3,"adult"
"rbf",500,25,3,"adult"
"matern32",500,25,3,"adult"
"complex",500,25,3,"adult"
"linear",1000,25,3,"adult"
"rbf",1000,25,3,"adult"
"matern32",1000,25,3,"adult"
"complex",1000,25,3,"adult"
"linear",100,50,3,"adult"
"rbf",100,50,3,"adult"
"matern32",100,50,3,"adult"
"complex",100,50,3,"adult"
"linear",200,50,3,"adult"
"rbf",200,50,3,"adult"
"matern32",200,50,3,"adult"
"complex",200,50,3,"adult"
"linear",500,50,3,"adult"
"rbf",500,50,3,"adult"
"matern32",500,50,3,"adult"
"complex",500,50,3,"adult"
"linear",1000,50,3,"adult"
"rbf",1000,50,3,"adult"
"matern32",1000,50,3,"adult"
"complex",1000,50,3,"adult"
"linear",100,100,3,"adult"
"rbf",100,100,3,"adult"
"matern32",100,100,3,"adult"
"complex",100,100,3,"adult"
"linear",200,100,3,"adult"
"rbf",200,100,3,"adult"
"matern32",200,100,3,"adult"
"complex",200,100,3,"adult"
"linear",500,100,3,"adult"
"rbf",500,100,3,"adult"
"matern32",500,100,3,"adult"
"complex",500,100,3,"adult"
"linear",1000,100,3,"adult"
"rbf",1000,100,3,"adult"
"matern32",1000,100,3,"adult"
"complex",1000,100,3,"adult"
"linear",100,25,4,"adult"
"rbf",100,25,4,"adult"
"matern32",100,25,4,"adult"
"complex",100,25,4,"adult"
"linear",200,25,4,"adult"
"rbf",200,25,4,"adult"
"matern32",200,25,4,"adult"
"complex",200,25,4,"adult"
"linear",500,25,4,"adult"
"rbf",500,25,4,"adult"
"matern32",500,25,4,"adult"
"complex",500,25,4,"adult"
"linear",1000,25,4,"adult"
"rbf",1000,25,4,"adult"
"matern32",1000,25,4,"adult"
"complex",1000,25,4,"adult"
"linear",100,50,4,"adult"
"rbf",100,50,4,"adult"
"matern32",100,50,4,"adult"
"complex",100,50,4,"adult"
"linear",200,50,4,"adult"
"rbf",200,50,4,"adult"
"matern32",200,50,4,"adult"
"complex",200,50,4,"adult"
"linear",500,50,4,"adult"
"rbf",500,50,4,"adult"
"matern32",500,50,4,"adult"
"complex",500,50,4,"adult"
"linear",1000,50,4,"adult"
"rbf",1000,50,4,"adult"
"matern32",1000,50,4,"adult"
"complex",1000,50,4,"adult"
"linear",100,100,4,"adult"
"rbf",100,100,4,"adult"
"matern32",100,100,4,"adult"
"complex",100,100,4,"adult"
"linear",200,100,4,"adult"
"rbf",200,100,4,"adult"
"matern32",200,100,4,"adult"
"complex",200,100,4,"adult"
"linear",500,100,4,"adult"
"rbf",500,100,4,"adult"
"matern32",500,100,4,"adult"
"complex",500,100,4,"adult"
"linear",1000,100,4,"adult"
"rbf",1000,100,4,"adult"
"matern32",1000,100,4,"adult"
"complex",1000,100,4,"adult"
"linear",100,25,5,"adult"
"rbf",100,25,5,"adult"
"matern32",100,25,5,"adult"
"complex",100,25,5,"adult"
"linear",200,25,5,"adult"
"rbf",200,25,5,"adult"
"matern32",200,25,5,"adult"
"complex",200,25,5,"adult"
"linear",500,25,5,"adult"
"rbf",500,25,5,"adult"
"matern32",500,25,5,"adult"
"complex",500,25,5,"adult"
"linear",1000,25,5,"adult"
"rbf",1000,25,5,"adult"
"matern32",1000,25,5,"adult"
"complex",1000,25,5,"adult"
"linear",100,50,5,"adult"
"rbf",100,50,5,"adult"
"matern32",100,50,5,"adult"
"complex",100,50,5,"adult"
"linear",200,50,5,"adult"
"rbf",200,50,5,"adult"
"matern32",200,50,5,"adult"
"complex",200,50,5,"adult"
"linear",500,50,5,"adult"
"rbf",500,50,5,"adult"
"matern32",500,50,5,"adult"
"complex",500,50,5,"adult"
"linear",1000,50,5,"adult"
"rbf",1000,50,5,"adult"
"matern32",1000,50,5,"adult"
"complex",1000,50,5,"adult"
"linear",100,100,5,"adult"
"rbf",100,100,5,"adult"
"matern32",100,100,5,"adult"
"complex",100,100,5,"adult"
"linear",200,100,5,"adult"
"rbf",200,100,5,"adult"
"matern32",200,100,5,"adult"
"complex",200,100,5,"adult"
"linear",500,100,5,"adult"
"rbf",500,100,5,"adult"
"matern32",500,100,5,"adult"
"complex",500,100,5,"adult"
"linear",1000,100,5,"adult"
"rbf",1000,100,5,"adult"
"matern32",1000,100,5,"adult"
"complex",1000,100,5,"adult"
"linear",100,25,6,"adult"
"rbf",100,25,6,"adult"
"matern32",100,25,6,"adult"
"complex",100,25,6,"adult"
"linear",200,25,6,"adult"
"rbf",200,25,6,"adult"
"matern32",200,25,6,"adult"
"complex",200,25,6,"adult"
"linear",500,25,6,"adult"
"rbf",500,25,6,"adult"
"matern32",500,25,6,"adult"
"complex",500,25,6,"adult"
"linear",1000,25,6,"adult"
"rbf",1000,25,6,"adult"
"matern32",1000,25,6,"adult"
"complex",1000,25,6,"adult"
"linear",100,50,6,"adult"
"rbf",100,50,6,"adult"
"matern32",100,50,6,"adult"
"complex",100,50,6,"adult"
"linear",200,50,6,"adult"
"rbf",200,50,6,"adult"
"matern32",200,50,6,"adult"
"complex",200,50,6,"adult"
"linear",500,50,6,"adult"
"rbf",500,50,6,"adult"
"matern32",500,50,6,"adult"
"complex",500,50,6,"adult"
"linear",1000,50,6,"adult"
"rbf",1000,50,6,"adult"
"matern32",1000,50,6,"adult"
"complex",1000,50,6,"adult"
"linear",100,100,6,"adult"
"rbf",100,100,6,"adult"
"matern32",100,100,6,"adult"
"complex",100,100,6,"adult"
"linear",200,100,6,"adult"
"rbf",200,100,6,"adult"
"matern32",200,100,6,"adult"
"complex",200,100,6,"adult"
"linear",500,100,6,"adult"
"rbf",500,100,6,"adult"
"matern32",500,100,6,"adult"
"complex",500,100,6,"adult"
"linear",1000,100,6,"adult"
"rbf",1000,100,6,"adult"
"matern32",1000,100,6,"adult"
"complex",1000,100,6,"adult"
"linear",100,25,7,"adult"
"rbf",100,25,7,"adult"
"matern32",100,25,7,"adult"
"complex",100,25,7,"adult"
"linear",200,25,7,"adult"
"rbf",200,25,7,"adult"
"matern32",200,25,7,"adult"
"complex",200,25,7,"adult"
"linear",500,25,7,"adult"
"rbf",500,25,7,"adult"
"matern32",500,25,7,"adult"
"complex",500,25,7,"adult"
"linear",1000,25,7,"adult"
"rbf",1000,25,7,"adult"
"matern32",1000,25,7,"adult"
"complex",1000,25,7,"adult"
"linear",100,50,7,"adult"
"rbf",100,50,7,"adult"
"matern32",100,50,7,"adult"
"complex",100,50,7,"adult"
"linear",200,50,7,"adult"
"rbf",200,50,7,"adult"
"matern32",200,50,7,"adult"
"complex",200,50,7,"adult"
"linear",500,50,7,"adult"
"rbf",500,50,7,"adult"
"matern32",500,50,7,"adult"
"complex",500,50,7,"adult"
"linear",1000,50,7,"adult"
"rbf",1000,50,7,"adult"
"matern32",1000,50,7,"adult"
"complex",1000,50,7,"adult"
"linear",100,100,7,"adult"
"rbf",100,100,7,"adult"
"matern32",100,100,7,"adult"
"complex",100,100,7,"adult"
"linear",200,100,7,"adult"
"rbf",200,100,7,"adult"
"matern32",200,100,7,"adult"
"complex",200,100,7,"adult"
"linear",500,100,7,"adult"
"rbf",500,100,7,"adult"
"matern32",500,100,7,"adult"
"complex",500,100,7,"adult"
"linear",1000,100,7,"adult"
"rbf",1000,100,7,"adult"
"matern32",1000,100,7,"adult"
"complex",1000,100,7,"adult"
"linear",100,25,8,"adult"
"rbf",100,25,8,"adult"
"matern32",100,25,8,"adult"
"complex",100,25,8,"adult"
"linear",200,25,8,"adult"
"rbf",200,25,8,"adult"
"matern32",200,25,8,"adult"
"complex",200,25,8,"adult"
"linear",500,25,8,"adult"
"rbf",500,25,8,"adult"
"matern32",500,25,8,"adult"
"complex",500,25,8,"adult"
"linear",1000,25,8,"adult"
"rbf",1000,25,8,"adult"
"matern32",1000,25,8,"adult"
"complex",1000,25,8,"adult"
"linear",100,50,8,"adult"
"rbf",100,50,8,"adult"
"matern32",100,50,8,"adult"
"complex",100,50,8,"adult"
"linear",200,50,8,"adult"
"rbf",200,50,8,"adult"
"matern32",200,50,8,"adult"
"complex",200,50,8,"adult"
"linear",500,50,8,"adult"
"rbf",500,50,8,"adult"
"matern32",500,50,8,"adult"
"complex",500,50,8,"adult"
"linear",1000,50,8,"adult"
"rbf",1000,50,8,"adult"
"matern32",1000,50,8,"adult"
"complex",1000,50,8,"adult"
"linear",100,100,8,"adult"
"rbf",100,100,8,"adult"
"matern32",100,100,8,"adult"
"complex",100,100,8,"adult"
"linear",200,100,8,"adult"
"rbf",200,100,8,"adult"
"matern32",200,100,8,"adult"
"complex",200,100,8,"adult"
"linear",500,100,8,"adult"
"rbf",500,100,8,"adult"
"matern32",500,100,8,"adult"
"complex",500,100,8,"adult"
"linear",1000,100,8,"adult"
"rbf",1000,100,8,"adult"
"matern32",1000,100,8,"adult"
"complex",1000,100,8,"adult"
"linear",100,25,9,"adult"
"rbf",100,25,9,"adult"
"matern32",100,25,9,"adult"
"complex",100,25,9,"adult"
"linear",200,25,9,"adult"
"rbf",200,25,9,"adult"
"matern32",200,25,9,"adult"
"complex",200,25,9,"adult"
"linear",500,25,9,"adult"
"rbf",500,25,9,"adult"
"matern32",500,25,9,"adult"
"complex",500,25,9,"adult"
"linear",1000,25,9,"adult"
"rbf",1000,25,9,"adult"
"matern32",1000,25,9,"adult"
"complex",1000,25,9,"adult"
"linear",100,50,9,"adult"
"rbf",100,50,9,"adult"
"matern32",100,50,9,"adult"
"complex",100,50,9,"adult"
"linear",200,50,9,"adult"
"rbf",200,50,9,"adult"
"matern32",200,50,9,"adult"
"complex",200,50,9,"adult"
"linear",500,50,9,"adult"
"rbf",500,50,9,"adult"
"matern32",500,50,9,"adult"
"complex",500,50,9,"adult"
"linear",1000,50,9,"adult"
"rbf",1000,50,9,"adult"
"matern32",1000,50,9,"adult"
"complex",1000,50,9,"adult"
"linear",100,100,9,"adult"
"rbf",100,100,9,"adult"
"matern32",100,100,9,"adult"
"complex",100,100,9,"adult"
"linear",200,100,9,"adult"
"rbf",200,100,9,"adult"
"matern32",200,100,9,"adult"
"complex",200,100,9,"adult"
"linear",500,100,9,"adult"
"rbf",500,100,9,"adult"
"matern32",500,100,9,"adult"
"complex",500,100,9,"adult"
"linear",1000,100,9,"adult"
"rbf",1000,100,9,"adult"
"matern32",1000,100,9,"adult"
"complex",1000,100,9,"adult"
"linear",100,25,10,"adult"
"rbf",100,25,10,"adult"
"matern32",100,25,10,"adult"
"complex",100,25,10,"adult"
"linear",200,25,10,"adult"
"rbf",200,25,10,"adult"
"matern32",200,25,10,"adult"
"complex",200,25,10,"adult"
"linear",500,25,10,"adult"
"rbf",500,25,10,"adult"
"matern32",500,25,10,"adult"
"complex",500,25,10,"adult"
"linear",1000,25,10,"adult"
"rbf",1000,25,10,"adult"
"matern32",1000,25,10,"adult"
"complex",1000,25,10,"adult"
"linear",100,50,10,"adult"
"rbf",100,50,10,"adult"
"matern32",100,50,10,"adult"
"complex",100,50,10,"adult"
"linear",200,50,10,"adult"
"rbf",200,50,10,"adult"
"matern32",200,50,10,"adult"
"complex",200,50,10,"adult"
"linear",500,50,10,"adult"
"rbf",500,50,10,"adult"
"matern32",500,50,10,"adult"
"complex",500,50,10,"adult"
"linear",1000,50,10,"adult"
"rbf",1000,50,10,"adult"
"matern32",1000,50,10,"adult"
"complex",1000,50,10,"adult"
"linear",100,100,10,"adult"
"rbf",100,100,10,"adult"
"matern32",100,100,10,"adult"
"complex",100,100,10,"adult"
"linear",200,100,10,"adult"
"rbf",200,100,10,"adult"
"matern32",200,100,10,"adult"
"complex",200,100,10,"adult"
"linear",500,100,10,"adult"
"rbf",500,100,10,"adult"
"matern32",500,100,10,"adult"
"complex",500,100,10,"adult"
"linear",1000,100,10,"adult"
"rbf",1000,100,10,"adult"
"matern32",1000,100,10,"adult"
"complex",1000,100,10,"adult"
"linear",100,25,11,"adult"
"rbf",100,25,11,"adult"
"matern32",100,25,11,"adult"
"complex",100,25,11,"adult"
"linear",200,25,11,"adult"
"rbf",200,25,11,"adult"
"matern32",200,25,11,"adult"
"complex",200,25,11,"adult"
"linear",500,25,11,"adult"
"rbf",500,25,11,"adult"
"matern32",500,25,11,"adult"
"complex",500,25,11,"adult"
"linear",1000,25,11,"adult"
"rbf",1000,25,11,"adult"
"matern32",1000,25,11,"adult"
"complex",1000,25,11,"adult"
"linear",100,50,11,"adult"
"rbf",100,50,11,"adult"
"matern32",100,50,11,"adult"
"complex",100,50,11,"adult"
"linear",200,50,11,"adult"
"rbf",200,50,11,"adult"
"matern32",200,50,11,"adult"
"complex",200,50,11,"adult"
"linear",500,50,11,"adult"
"rbf",500,50,11,"adult"
"matern32",500,50,11,"adult"
"complex",500,50,11,"adult"
"linear",1000,50,11,"adult"
"rbf",1000,50,11,"adult"
"matern32",1000,50,11,"adult"
"complex",1000,50,11,"adult"
"linear",100,100,11,"adult"
"rbf",100,100,11,"adult"
"matern32",100,100,11,"adult"
"complex",100,100,11,"adult"
"linear",200,100,11,"adult"
"rbf",200,100,11,"adult"
"matern32",200,100,11,"adult"
"complex",200,100,11,"adult"
"linear",500,100,11,"adult"
"rbf",500,100,11,"adult"
"matern32",500,100,11,"adult"
"complex",500,100,11,"adult"
"linear",1000,100,11,"adult"
"rbf",1000,100,11,"adult"
"matern32",1000,100,11,"adult"
"complex",1000,100,11,"adult"
"linear",100,25,12,"adult"
"rbf",100,25,12,"adult"
"matern32",100,25,12,"adult"
"complex",100,25,12,"adult"
"linear",200,25,12,"adult"
"rbf",200,25,12,"adult"
"matern32",200,25,12,"adult"
"complex",200,25,12,"adult"
"linear",500,25,12,"adult"
"rbf",500,25,12,"adult"
"matern32",500,25,12,"adult"
"complex",500,25,12,"adult"
"linear",1000,25,12,"adult"
"rbf",1000,25,12,"adult"
"matern32",1000,25,12,"adult"
"complex",1000,25,12,"adult"
"linear",100,50,12,"adult"
"rbf",100,50,12,"adult"
"matern32",100,50,12,"adult"
"complex",100,50,12,"adult"
"linear",200,50,12,"adult"
"rbf",200,50,12,"adult"
"matern32",200,50,12,"adult"
"complex",200,50,12,"adult"
"linear",500,50,12,"adult"
"rbf",500,50,12,"adult"
"matern32",500,50,12,"adult"
"complex",500,50,12,"adult"
"linear",1000,50,12,"adult"
"rbf",1000,50,12,"adult"
"matern32",1000,50,12,"adult"
"complex",1000,50,12,"adult"
"linear",100,100,12,"adult"
"rbf",100,100,12,"adult"
"matern32",100,100,12,"adult"
"complex",100,100,12,"adult"
"linear",200,100,12,"adult"
"rbf",200,100,12,"adult"
"matern32",200,100,12,"adult"
"complex",200,100,12,"adult"
"linear",500,100,12,"adult"
"rbf",500,100,12,"adult"
"matern32",500,100,12,"adult"
"complex",500,100,12,"adult"
"linear",1000,100,12,"adult"
"rbf",1000,100,12,"adult"
"matern32",1000,100,12,"adult"
"complex",1000,100,12,"adult"
"linear",100,25,13,"adult"
"rbf",100,25,13,"adult"
"matern32",100,25,13,"adult"
"complex",100,25,13,"adult"
"linear",200,25,13,"adult"
"rbf",200,25,13,"adult"
"matern32",200,25,13,"adult"
"complex",200,25,13,"adult"
"linear",500,25,13,"adult"
"rbf",500,25,13,"adult"
"matern32",500,25,13,"adult"
"complex",500,25,13,"adult"
"linear",1000,25,13,"adult"
"rbf",1000,25,13,"adult"
"matern32",1000,25,13,"adult"
"complex",1000,25,13,"adult"
"linear",100,50,13,"adult"
"rbf",100,50,13,"adult"
"matern32",100,50,13,"adult"
"complex",100,50,13,"adult"
"linear",200,50,13,"adult"
"rbf",200,50,13,"adult"
"matern32",200,50,13,"adult"
"complex",200,50,13,"adult"
"linear",500,50,13,"adult"
"rbf",500,50,13,"adult"
"matern32",500,50,13,"adult"
"complex",500,50,13,"adult"
"linear",1000,50,13,"adult"
"rbf",1000,50,13,"adult"
"matern32",1000,50,13,"adult"
"complex",1000,50,13,"adult"
"linear",100,100,13,"adult"
"rbf",100,100,13,"adult"
"matern32",100,100,13,"adult"
"complex",100,100,13,"adult"
"linear",200,100,13,"adult"
"rbf",200,100,13,"adult"
"matern32",200,100,13,"adult"
"complex",200,100,13,"adult"
"linear",500,100,13,"adult"
"rbf",500,100,13,"adult"
"matern32",500,100,13,"adult"
"complex",500,100,13,"adult"
"linear",1000,100,13,"adult"
"rbf",1000,100,13,"adult"
"matern32",1000,100,13,"adult"
"complex",1000,100,13,"adult"
"linear",100,25,14,"adult"
"rbf",100,25,14,"adult"
"matern32",100,25,14,"adult"
"complex",100,25,14,"adult"
"linear",200,25,14,"adult"
"rbf",200,25,14,"adult"
"matern32",200,25,14,"adult"
"complex",200,25,14,"adult"
"linear",500,25,14,"adult"
"rbf",500,25,14,"adult"
"matern32",500,25,14,"adult"
"complex",500,25,14,"adult"
"linear",1000,25,14,"adult"
"rbf",1000,25,14,"adult"
"matern32",1000,25,14,"adult"
"complex",1000,25,14,"adult"
"linear",100,50,14,"adult"
"rbf",100,50,14,"adult"
"matern32",100,50,14,"adult"
"complex",100,50,14,"adult"
"linear",200,50,14,"adult"
"rbf",200,50,14,"adult"
"matern32",200,50,14,"adult"
"complex",200,50,14,"adult"
"linear",500,50,14,"adult"
"rbf",500,50,14,"adult"
"matern32",500,50,14,"adult"
"complex",500,50,14,"adult"
"linear",1000,50,14,"adult"
"rbf",1000,50,14,"adult"
"matern32",1000,50,14,"adult"
"complex",1000,50,14,"adult"
"linear",100,100,14,"adult"
"rbf",100,100,14,"adult"
"matern32",100,100,14,"adult"
"complex",100,100,14,"adult"
"linear",200,100,14,"adult"
"rbf",200,100,14,"adult"
"matern32",200,100,14,"adult"
"complex",200,100,14,"adult"
"linear",500,100,14,"adult"
"rbf",500,100,14,"adult"
"matern32",500,100,14,"adult"
"complex",500,100,14,"adult"
"linear",1000,100,14,"adult"
"rbf",1000,100,14,"adult"
"matern32",1000,100,14,"adult"
"complex",1000,100,14,"adult"
"linear",100,25,15,"adult"
"rbf",100,25,15,"adult"
"matern32",100,25,15,"adult"
"complex",100,25,15,"adult"
"linear",200,25,15,"adult"
"rbf",200,25,15,"adult"
"matern32",200,25,15,"adult"
"complex",200,25,15,"adult"
"linear",500,25,15,"adult"
"rbf",500,25,15,"adult"
"matern32",500,25,15,"adult"
"complex",500,25,15,"adult"
"linear",1000,25,15,"adult"
"rbf",1000,25,15,"adult"
"matern32",1000,25,15,"adult"
"complex",1000,25,15,"adult"
"linear",100,50,15,"adult"
"rbf",100,50,15,"adult"
"matern32",100,50,15,"adult"
"complex",100,50,15,"adult"
"linear",200,50,15,"adult"
"rbf",200,50,15,"adult"
"matern32",200,50,15,"adult"
